Country,Year,Avg Temperature (°C),CO2 Emissions (Tons/Capita),Sea Level Rise (mm),Rainfall (mm),Population,Renewable Energy (%),Extreme Weather Events,Forest Area (%),Temp_Deviation,CO2_per_million,Renewable_Ratio,Forest_Category,Latitude,Longitude
Germany,2022,19.5,12.360000000000001,2.34,1508.0,694626882.4,32.6,5.0,34.04,-0.36154166666666754,8585.588266464001,0.326,Medium,51.1638175,10.4478313
Germany,2023,21.3,10.9,2.0,2069.6666666666665,703946815.6666666,17.900000000000002,3.0,47.4,1.4384583333333332,7673.020290766666,0.17900000000000002,Medium,51.1638175,10.4478313
India,2000,21.25,12.25,3.25,1124.5,475745329.25,19.799999999999997,7.5,37.0,1.3884583333333325,5827.8802833125,0.19799999999999998,Medium,22.3511148,78.6677428
India,2001,15.05,7.9,3.45,1554.5,458271595.5,18.75,5.0,25.55,-4.811541666666667,3620.3456044500003,0.1875,Medium,22.3511148,78.6677428
India,2002,21.78333333333333,7.45,3.4333333333333336,1778.3333333333333,638704319.5,22.7,5.833333333333333,47.46666666666667,1.921791666666664,4758.347180275001,0.22699999999999998,Medium,22.3511148,78.6677428
India,2003,11.0,16.0,3.733333333333333,1387.6666666666667,158459652.33333334,36.13333333333333,7.666666666666667,33.86666666666667,-8.861541666666668,2535.3544373333334,0.36133333333333334,Medium,22.3511148,78.6677428
India,2004,21.2,13.525,2.7750000000000004,1590.0,554418694.5,32.625,8.25,35.15,1.3384583333333318,7498.5128431125,0.32625,Medium,22.3511148,78.6677428
India,2005,21.45,8.75,2.2,1418.875,576524537.875,26.525,6.75,45.1875,1.5884583333333318,5044.58970640625,0.26525,Medium,22.3511148,78.6677428
India,2006,16.4,5.4,3.7,2452.0,30380783.0,31.8,11.0,22.6,-3.461541666666669,164.05622820000002,0.318,Low,22.3511148,78.6677428
India,2007,29.333333333333332,11.666666666666666,1.8333333333333333,1616.0,716546880.6666666,23.866666666666664,13.0,26.866666666666664,9.471791666666665,8359.713607777776,0.23866666666666664,Medium,22.3511148,78.6677428
India,2008,16.3,18.7,4.8,2141.0,281361562.0,47.8,2.0,30.2,-3.561541666666667,5261.4612093999995,0.478,Medium,22.3511148,78.6677428
India,2009,23.25,11.4,3.5,1753.5,731355143.0,14.55,3.0,56.099999999999994,3.3884583333333325,8337.4486302,0.14550000000000002,High,22.3511148,78.6677428
India,2011,10.3,4.5,4.8,1530.0,575572757.0,28.6,0.0,62.0,-9.561541666666667,2590.0774065,0.28600000000000003,High,22.3511148,78.6677428
India,2012,12.5,10.6,3.733333333333334,1321.3333333333333,745107333.0,33.766666666666666,9.333333333333334,36.4,-7.3615416666666675,7898.1377298,0.33766666666666667,Medium,22.3511148,78.6677428
India,2013,21.65,14.5,2.1,1317.5,965418807.5,45.75,4.0,26.65,1.788458333333331,13998.57270875,0.4575,Medium,22.3511148,78.6677428
India,2014,24.7,11.35,3.6,1465.0,826281791.5,37.2,9.5,19.35,4.838458333333332,9378.298333525,0.37200000000000005,Low,22.3511148,78.6677428
India,2015,15.65,7.1,3.5999999999999996,1341.0,892121368.5,37.2,11.0,54.85,-4.211541666666667,6334.061716349999,0.37200000000000005,High,22.3511148,78.6677428
India,2016,17.275,11.700000000000001,2.8499999999999996,1524.25,779693628.25,24.025,8.25,36.225,-2.586541666666669,9122.415450525,0.24025,Medium,22.3511148,78.6677428
India,2017,16.366666666666667,5.3999999999999995,2.2333333333333334,2079.0,952925299.3333334,39.766666666666666,9.0,28.833333333333332,-3.4948750000000004,5145.7966164,0.39766666666666667,Medium,22.3511148,78.6677428
India,2018,29.5,12.533333333333333,3.5666666666666664,2600.0,339552402.6666667,30.7,8.666666666666666,31.433333333333334,9.638458333333332,4255.723446755555,0.307,Medium,22.3511148,78.6677428
India,2019,20.380000000000003,7.68,2.9,1622.0,928364153.8,19.080000000000002,9.8,39.84,0.518458333333335,7129.836701183999,0.19080000000000003,Medium,22.3511148,78.6677428
India,2020,9.6,5.7,1.2,795.0,988849880.0,11.1,8.0,44.9,-10.261541666666668,5636.444316,0.111,Medium,22.3511148,78.6677428
India,2021,17.479999999999997,13.080000000000002,2.3,1636.0,628542335.6,23.759999999999998,7.2,51.660000000000004,-2.3815416666666707,8221.333749648002,0.23759999999999998,High,22.3511148,78.6677428
India,2022,16.633333333333333,12.5,2.5666666666666664,1678.6666666666667,1020175443.0,28.73333333333333,5.333333333333333,39.76666666666667,-3.2282083333333347,12752.1930375,0.28733333333333333,Medium,22.3511148,78.6677428
India,2023,26.9,17.65,1.7,2061.5,536937978.5,32.55,8.5,37.900000000000006,7.038458333333331,9476.955320525,0.32549999999999996,Medium,22.3511148,78.6677428
Indonesia,2000,23.585714285714285,13.942857142857141,3.242857142857143,1781.4285714285713,646381068.2857143,26.685714285714287,6.571428571428571,38.84285714285714,3.724172619047618,9012.3988949551,0.26685714285714285,Medium,-2.4833826,117.8902853
Indonesia,2001,18.7,11.366666666666665,3.3666666666666667,1852.0,376860014.3333333,23.7,11.0,58.6,-1.1615416666666682,4283.642162922221,0.237,High,-2.4833826,117.8902853
Indonesia,2002,19.3,10.05,3.025,1175.0,320398832.5,26.825,3.5,45.525,-0.5615416666666668,3220.008266625,0.26825,Medium,-2.4833826,117.8902853
Indonesia,2003,12.7,16.0,2.0,2102.5,770400538.0,43.0,6.0,52.3,-7.161541666666668,12326.408608,0.43,High,-2.4833826,117.8902853
Indonesia,2004,14.2,11.8,2.58,2167.4,664034493.8,24.880000000000003,8.4,51.279999999999994,-5.661541666666668,7835.60702684,0.24880000000000002,High,-2.4833826,117.8902853
Indonesia,2005,18.8,3.4499999999999997,3.3,586.0,552297077.5,15.0,8.5,36.95,-1.0615416666666668,1905.4249173749997,0.15,Medium,-2.4833826,117.8902853
Indonesia,2006,20.7,8.825000000000001,3.025,1898.75,793988826.75,32.95,9.5,43.125,0.8384583333333318,7006.95139606875,0.3295,Medium,-2.4833826,117.8902853
Indonesia,2007,19.942857142857143,13.0,2.242857142857143,1799.4285714285713,759156740.7142857,17.957142857142856,6.428571428571429,34.98571428571429,0.08131547619047552,9869.037629285715,0.17957142857142855,Medium,-2.4833826,117.8902853
Indonesia,2008,15.75,7.4,1.6,1072.0,376533533.0,38.400000000000006,8.5,45.25,-4.1115416666666675,2786.3481442,0.38400000000000006,Medium,-2.4833826,117.8902853
Indonesia,2009,17.55,14.1,1.55,2036.5,690229827.5,38.2,8.5,54.1,-2.311541666666667,9732.24056775,0.382,High,-2.4833826,117.8902853
Indonesia,2010,15.719999999999999,9.24,3.46,1626.2,802621693.6,22.240000000000002,10.0,36.760000000000005,-4.141541666666669,7416.224448864,0.22240000000000001,Medium,-2.4833826,117.8902853
Indonesia,2011,13.766666666666667,10.366666666666667,2.8666666666666667,2490.3333333333335,1161008934.3333333,26.53333333333333,4.666666666666667,47.800000000000004,-6.094875,12035.792619255557,0.2653333333333333,Medium,-2.4833826,117.8902853
Indonesia,2012,14.700000000000001,10.75,1.9500000000000002,1305.5,1250899821.0,24.3,8.5,18.25,-5.1615416666666665,13447.17307575,0.243,Low,-2.4833826,117.8902853
Indonesia,2014,12.725,10.825,2.425,2095.25,821554077.5,36.4,6.75,26.950000000000003,-7.136541666666668,8893.3228889375,0.364,Medium,-2.4833826,117.8902853
Indonesia,2015,22.166666666666668,6.033333333333334,2.6,1655.6666666666667,736418344.3333334,41.300000000000004,11.0,49.800000000000004,2.3051250000000003,4443.057344144446,0.41300000000000003,Medium,-2.4833826,117.8902853
Indonesia,2016,19.95,7.975,2.2,2335.25,473988512.0,16.1,5.0,35.85,0.08845833333333175,3780.0583831999998,0.161,Medium,-2.4833826,117.8902853
Indonesia,2018,29.1,16.7,1.9,1382.0,1160732321.0,43.3,10.0,52.7,9.238458333333334,19384.2297607,0.433,High,-2.4833826,117.8902853
Indonesia,2019,12.966666666666667,11.466666666666667,2.3000000000000003,2070.3333333333335,665927997.3333334,27.5,10.333333333333334,46.73333333333333,-6.894875000000001,7635.974369422223,0.275,Medium,-2.4833826,117.8902853
Indonesia,2020,25.933333333333334,11.6,3.1666666666666665,1417.6666666666667,485781032.6666667,11.866666666666667,3.0,26.900000000000002,6.071791666666666,5635.059978933334,0.11866666666666667,Medium,-2.4833826,117.8902853
Indonesia,2021,22.166666666666668,12.033333333333333,3.5,1858.6666666666667,858131546.6666666,25.916666666666668,8.0,38.31666666666667,2.3051250000000003,10326.182944888888,0.25916666666666666,Medium,-2.4833826,117.8902853
Indonesia,2022,15.9,11.5,3.3,980.0,838390349.0,47.7,3.0,50.5,-3.961541666666667,9641.4890135,0.47700000000000004,High,-2.4833826,117.8902853
Indonesia,2023,28.15,12.9,2.65,2692.0,1098206293.5,17.75,11.0,20.1,8.288458333333331,14166.86118615,0.1775,Low,-2.4833826,117.8902853
Japan,2001,26.65,3.8,3.55,1192.5,673684847.5,10.8,5.5,51.15,6.788458333333331,2560.0024205,0.10800000000000001,High,36.5748441,139.2394179
Japan,2002,26.5,11.5,2.6999999999999997,2462.6666666666665,613197832.3333334,26.033333333333335,10.0,46.699999999999996,6.6384583333333325,7051.775071833334,0.26033333333333336,Medium,36.5748441,139.2394179
Japan,2003,24.96666666666667,10.833333333333334,4.0,2308.6666666666665,479709476.0,27.46666666666667,9.0,39.666666666666664,5.105125000000001,5196.852656666667,0.27466666666666667,Medium,36.5748441,139.2394179
Japan,2004,13.580000000000002,11.84,2.44,2044.2,976239642.0,41.54,6.2,35.739999999999995,-6.281541666666666,11558.67736128,0.4154,Medium,36.5748441,139.2394179
Japan,2005,10.7,15.7,1.1,629.0,1328981569.0,27.6,14.0,16.3,-9.161541666666668,20865.0106333,0.276,Low,36.5748441,139.2394179
Japan,2006,27.6,14.4,4.8,2726.0,63232362.0,26.2,9.0,12.9,7.738458333333334,910.5460128000001,0.262,Low,36.5748441,139.2394179
Japan,2007,15.4,1.3,4.3,921.0,194923647.0,31.5,3.0,45.1,-4.461541666666667,253.4007411,0.315,Medium,36.5748441,139.2394179
Japan,2008,16.55,9.9,2.975,2061.25,452369020.0,23.0,9.75,31.799999999999997,-3.311541666666667,4478.453298,0.23,Medium,36.5748441,139.2394179
Japan,2009,34.25,11.4,3.55,1458.5,114498662.0,37.45,3.5,19.25,14.388458333333332,1305.2847468,0.37450000000000006,Low,36.5748441,139.2394179
Japan,2010,24.5,12.2,1.7,610.0,156286200.0,23.2,12.0,58.6,4.6384583333333325,1906.69164,0.23199999999999998,High,36.5748441,139.2394179
Japan,2011,18.666666666666668,12.700000000000001,2.6999999999999997,1929.0,832151942.0,21.8,9.333333333333334,41.1,-1.1948749999999997,10568.329663400002,0.218,Medium,36.5748441,139.2394179
Japan,2012,10.55,18.25,3.3499999999999996,1293.5,916828451.0,16.95,4.5,26.4,-9.311541666666667,16732.11923075,0.16949999999999998,Medium,36.5748441,139.2394179
Japan,2014,23.2,11.325,4.05,1676.75,948045820.75,26.25,8.5,36.9,3.3384583333333318,10736.618919993749,0.2625,Medium,36.5748441,139.2394179
Japan,2015,23.200000000000003,12.100000000000001,2.7,1859.0,320918203.5,24.75,12.0,37.8,3.3384583333333353,3883.1102623500005,0.2475,Medium,36.5748441,139.2394179
Japan,2016,17.975,17.325,3.3249999999999997,1577.25,591327823.25,22.625,12.0,36.55,-1.8865416666666661,10244.75453780625,0.22625,Medium,36.5748441,139.2394179
Japan,2017,19.240000000000002,8.1,2.88,2359.6,1039657229.4,30.2,7.2,34.839999999999996,-0.6215416666666655,8421.22355814,0.302,Medium,36.5748441,139.2394179
Japan,2018,24.32,11.82,2.9,1999.0,704014141.8,28.939999999999998,8.2,51.42,4.458458333333333,8321.447156076,0.2894,High,36.5748441,139.2394179
Japan,2019,18.4,9.4,3.85,1459.0,803220177.5,28.35,9.0,51.1,-1.461541666666669,7550.2696685,0.28350000000000003,High,36.5748441,139.2394179
Japan,2020,19.25,12.4,3.45,1203.0,566426426.5,39.2,7.5,25.4,-0.6115416666666675,7023.6876886,0.392,Medium,36.5748441,139.2394179
Japan,2021,20.325,7.525,3.275,1295.75,472206586.25,29.474999999999998,5.0,34.7,0.46345833333333175,3553.35456153125,0.29474999999999996,Medium,36.5748441,139.2394179
Japan,2022,17.580000000000002,10.879999999999999,2.58,1912.8,803541832.6,28.04,5.4,38.2,-2.2815416666666657,8742.535138688,0.2804,Medium,36.5748441,139.2394179
Japan,2023,24.799999999999997,4.800000000000001,2.1500000000000004,1710.5,1064391177.5,18.95,6.0,51.650000000000006,4.93845833333333,5109.077652000001,0.1895,High,36.5748441,139.2394179
Mexico,2000,16.9,4.4,1.2,1974.5,519457195.0,20.35,11.0,47.15,-2.961541666666669,2285.611658,0.20350000000000001,Medium,23.6585116,-102.0077097
Mexico,2001,13.940000000000001,9.66,2.4,1989.0,523713478.0,23.7,6.8,38.260000000000005,-5.921541666666666,5059.072197480001,0.237,Medium,23.6585116,-102.0077097
Mexico,2002,11.7,4.6,2.2,2895.0,202831247.0,48.3,3.0,62.5,-8.161541666666668,933.0237361999999,0.483,High,23.6585116,-102.0077097
Mexico,2003,20.4,11.299999999999999,3.033333333333333,1565.6666666666667,302193487.6666667,27.700000000000003,7.0,36.43333333333333,0.538458333333331,3414.786410633333,0.277,Medium,23.6585116,-102.0077097
Mexico,2004,34.2,9.7,2.6,1096.0,1177772833.0,11.0,7.0,40.0,14.338458333333335,11424.396480099998,0.11,Medium,23.6585116,-102.0077097
Mexico,2005,7.2,5.2,1.1,1692.0,1128035409.0,33.3,8.0,30.0,-12.661541666666668,5865.7841268,0.33299999999999996,Medium,23.6585116,-102.0077097
Mexico,2006,20.55,3.4000000000000004,2.5999999999999996,1641.0,1163003844.0,22.450000000000003,5.5,43.4,0.6884583333333332,3954.2130696000004,0.22450000000000003,Medium,23.6585116,-102.0077097
Mexico,2007,8.6,4.1,1.9,880.0,1275080026.0,21.5,2.0,43.6,-11.261541666666668,5227.828106599999,0.215,Medium,23.6585116,-102.0077097
Mexico,2008,25.1,4.6,2.4,2894.0,237078466.0,7.8,5.0,53.1,5.238458333333334,1090.5609436,0.078,High,23.6585116,-102.0077097
Mexico,2009,25.5,2.5,3.6,2723.0,144553139.0,30.0,5.0,66.3,5.6384583333333325,361.3828475,0.3,High,23.6585116,-102.0077097
Mexico,2010,24.366666666666664,10.133333333333335,2.1333333333333333,1655.3333333333333,1284823302.3333333,44.1,5.666666666666667,38.96666666666667,4.505124999999996,13019.54279697778,0.441,Medium,23.6585116,-102.0077097
Mexico,2011,17.4,10.78,2.7199999999999998,2112.2,907518087.8,20.18,5.8,39.14,-2.461541666666669,9783.044986484,0.2018,Medium,23.6585116,-102.0077097
Mexico,2012,17.5,14.5,3.8000000000000003,1965.5,200605956.0,27.85,4.5,42.3,-2.3615416666666675,2908.786362,0.2785,Medium,23.6585116,-102.0077097
Mexico,2013,19.9,4.6,1.65,1831.0,411130449.5,31.2,12.0,55.25,0.03845833333333104,1891.2000676999999,0.312,High,23.6585116,-102.0077097
Mexico,2014,27.46666666666667,16.5,3.533333333333333,1595.0,516234719.6666667,29.433333333333334,5.666666666666667,57.06666666666666,7.605125000000001,8517.8728745,0.29433333333333334,High,23.6585116,-102.0077097
Mexico,2015,13.45,12.149999999999999,2.75,1517.0,650162904.0,41.05,5.0,61.7,-6.411541666666668,7899.4792836,0.4105,High,23.6585116,-102.0077097
Mexico,2016,14.399999999999999,17.35,2.5,846.5,1103205715.5,34.45,1.0,50.599999999999994,-5.461541666666669,19140.619163925003,0.34450000000000003,High,23.6585116,-102.0077097
Mexico,2017,23.175,6.3500000000000005,2.625,1809.25,1107638387.0,40.475,5.0,45.975,3.313458333333333,7033.503757450001,0.40475,Medium,23.6585116,-102.0077097
Mexico,2018,21.85,9.25,2.65,2244.5,330683632.0,21.15,5.5,33.8,1.9884583333333339,3058.823596,0.2115,Medium,23.6585116,-102.0077097
Mexico,2019,21.566666666666666,4.533333333333334,4.066666666666666,2158.0,1023693616.3333334,31.433333333333334,10.0,50.833333333333336,1.705124999999999,4640.7443940444455,0.31433333333333335,High,23.6585116,-102.0077097
Mexico,2020,20.2,15.4,2.2,1478.0,30190953.0,14.3,12.0,47.9,0.33845833333333175,464.9406762,0.14300000000000002,Medium,23.6585116,-102.0077097
Mexico,2021,32.375,9.125,3.175,1422.75,746728030.25,25.225,11.0,38.5,12.513458333333332,6813.89327603125,0.25225000000000003,Medium,23.6585116,-102.0077097
Mexico,2022,28.2,12.85,2.5,1917.5,976254560.5,17.05,4.0,25.1,8.338458333333332,12544.871102424999,0.1705,Medium,23.6585116,-102.0077097
Mexico,2023,20.0,9.75,2.75,1772.5,873525850.0,18.15,1.5,24.450000000000003,0.13845833333333246,8516.8770375,0.1815,Low,23.6585116,-102.0077097
Russia,2000,11.0,9.9,4.9,849.0,647111170.0,34.95,3.0,39.65,-8.861541666666668,6406.400583,0.34950000000000003,Medium,64.6863136,97.7453061
Russia,2001,26.65,7.8,3.9,1273.0,956417017.5,27.900000000000002,8.0,43.75,6.788458333333331,7460.0527365,0.279,Medium,64.6863136,97.7453061
Russia,2002,24.6,6.7125,3.0125,1899.75,389562243.125,28.275,5.375,41.1625,4.738458333333334,2614.9365569765623,0.28275,Medium,64.6863136,97.7453061
Russia,2003,16.233333333333334,10.466666666666667,4.1000000000000005,1336.3333333333333,829650407.3333334,18.366666666666667,10.0,50.6,-3.6282083333333333,8683.674263422223,0.18366666666666667,High,64.6863136,97.7453061
Russia,2004,32.0,2.8499999999999996,2.8,1964.5,719886955.0,28.6,6.5,37.95,12.138458333333332,2051.6778217499996,0.28600000000000003,Medium,64.6863136,97.7453061
Russia,2005,15.55,1.6,2.8,1607.5,914440976.0,43.3,13.0,38.7,-4.311541666666667,1463.1055616,0.433,Medium,64.6863136,97.7453061
Russia,2006,24.333333333333332,6.466666666666666,2.5,1795.3333333333333,951813428.6666666,23.133333333333336,7.0,27.066666666666666,4.471791666666665,6155.060172044443,0.23133333333333336,Medium,64.6863136,97.7453061
Russia,2007,24.2,9.98,3.8,1798.2,855377427.4,30.360000000000003,9.0,57.660000000000004,4.338458333333332,8536.666725452,0.30360000000000004,High,64.6863136,97.7453061
Russia,2008,21.900000000000002,10.883333333333333,3.0,1318.8333333333333,936358385.8333334,26.316666666666666,8.166666666666666,36.516666666666666,2.0384583333333346,10190.70043248611,0.26316666666666666,Medium,64.6863136,97.7453061
Russia,2009,26.05,12.8,2.8499999999999996,1373.5,1034046318.5,14.299999999999999,13.0,50.25,6.188458333333333,13235.792876800002,0.143,High,64.6863136,97.7453061
Russia,2010,19.85,11.15,4.15,1780.0,384067519.5,16.65,2.0,15.65,-0.011541666666666117,4282.352842425,0.16649999999999998,Low,64.6863136,97.7453061
Russia,2011,14.725,5.175000000000001,3.525,1870.0,706351718.0,29.275,8.25,47.75,-5.136541666666668,3655.3701406500004,0.29275,Medium,64.6863136,97.7453061
Russia,2012,17.4,8.1,4.3,2806.0,1085609772.0,41.5,2.0,22.8,-2.461541666666669,8793.439153199999,0.415,Low,64.6863136,97.7453061
Russia,2013,14.75,10.575,3.15,2283.75,362727117.25,28.35,8.5,30.475,-5.1115416666666675,3835.83926491875,0.28350000000000003,Medium,64.6863136,97.7453061
Russia,2014,9.4,9.7,4.5,1446.0,513004938.0,24.0,5.0,51.4,-10.461541666666667,4976.147898599999,0.24,High,64.6863136,97.7453061
Russia,2015,21.849999999999998,12.733333333333334,2.6833333333333336,1715.3333333333333,387339941.1666667,37.983333333333334,5.0,29.71666666666667,1.9884583333333303,4932.128584188889,0.37983333333333336,Medium,64.6863136,97.7453061
Russia,2016,22.066666666666666,7.099999999999999,2.566666666666667,1101.3333333333333,973168626.0,33.166666666666664,10.666666666666666,38.166666666666664,2.205124999999999,6909.497244599998,0.33166666666666667,Medium,64.6863136,97.7453061
Russia,2017,22.15,7.25,2.45,1921.5,932986867.0,25.25,8.0,12.65,2.288458333333331,6764.15478575,0.2525,Low,64.6863136,97.7453061
Russia,2018,19.9,3.3,2.55,1374.5,1043926792.0,36.95,9.0,40.5,0.03845833333333104,3444.9584136,0.36950000000000005,Medium,64.6863136,97.7453061
Russia,2019,12.35,12.95,4.4,2452.5,562568175.0,31.650000000000002,5.5,39.1,-7.511541666666668,7285.25786625,0.3165,Medium,64.6863136,97.7453061
Russia,2020,22.114285714285717,6.7,3.5285714285714285,1698.857142857143,570778022.4285715,29.042857142857144,6.0,32.15714285714286,2.25274404761905,3824.2127502714293,0.2904285714285714,Medium,64.6863136,97.7453061
Russia,2021,25.5,18.5,4.9,942.0,1252394217.0,17.9,12.0,60.2,5.6384583333333325,23169.2930145,0.179,High,64.6863136,97.7453061
Russia,2022,12.700000000000001,16.466666666666665,2.8666666666666667,2031.6666666666667,771049628.3333334,19.466666666666665,9.0,39.4,-7.1615416666666665,12696.617213222222,0.19466666666666665,Medium,64.6863136,97.7453061
Russia,2023,30.9,11.4,3.3,979.0,1012843726.0,27.6,13.0,60.2,11.038458333333331,11546.4184764,0.276,High,64.6863136,97.7453061
South Africa,2000,26.11428571428571,13.985714285714286,2.971428571428571,2189.8571428571427,539231125.0,25.41428571428571,6.142857142857143,32.51428571428571,6.252744047619043,7541.532448214286,0.2541428571428571,Medium,-28.8166236,24.991639
South Africa,2001,21.724999999999998,4.5,2.55,1502.5,921542079.0,32.25,9.75,33.75,1.8634583333333303,4146.9393555,0.3225,Medium,-28.8166236,24.991639
South Africa,2002,30.799999999999997,5.6,3.05,2375.0,260657828.5,28.5,8.0,37.85,10.93845833333333,1459.6838395999998,0.285,Medium,-28.8166236,24.991639
South Africa,2003,23.166666666666668,7.766666666666667,1.9333333333333333,1536.0,885968412.3333334,24.433333333333334,8.333333333333334,39.266666666666666,3.3051250000000003,6881.021335788889,0.24433333333333335,Medium,-28.8166236,24.991639
South Africa,2004,24.15,9.7,3.85,1004.75,748637333.5,17.275,5.25,54.95,4.288458333333331,7261.78213495,0.17275,High,-28.8166236,24.991639
South Africa,2006,9.05,13.75,4.05,2737.5,232215457.0,25.049999999999997,9.0,40.0,-10.811541666666667,3192.96253375,0.25049999999999994,Medium,-28.8166236,24.991639
South Africa,2007,17.1,10.8,1.2,1598.0,1245372198.0,21.2,7.0,62.9,-2.761541666666666,13450.019738400002,0.212,High,-28.8166236,24.991639
South Africa,2008,8.2,0.8,4.2,1061.0,748997300.0,30.1,6.0,68.3,-11.661541666666668,599.19784,0.301,High,-28.8166236,24.991639
South Africa,2009,22.599999999999998,12.6,1.6333333333333335,1678.3333333333333,485829785.3333333,11.466666666666667,8.666666666666666,56.23333333333333,2.7384583333333303,6121.4552951999995,0.11466666666666667,High,-28.8166236,24.991639
South Africa,2010,12.75,11.45,3.05,1924.5,1157809002.0,12.25,8.5,29.2,-7.1115416666666675,13256.913072899999,0.1225,Medium,-28.8166236,24.991639
South Africa,2011,17.666666666666668,8.299999999999999,2.5333333333333337,1630.0,992536055.0,26.166666666666668,3.3333333333333335,43.9,-2.1948749999999997,8238.049256499999,0.26166666666666666,Medium,-28.8166236,24.991639
South Africa,2012,20.64,9.559999999999999,3.44,1573.4,640320734.4,19.18,7.4,37.22,0.778458333333333,6121.466220863999,0.1918,Medium,-28.8166236,24.991639
South Africa,2013,20.2,10.4,1.5666666666666667,869.0,751337219.3333334,16.333333333333332,5.666666666666667,50.76666666666667,0.33845833333333175,7813.907081066667,0.16333333333333333,High,-28.8166236,24.991639
South Africa,2014,17.433333333333334,9.85,3.5500000000000003,1831.3333333333333,600011214.3333334,22.383333333333336,7.0,34.68333333333333,-2.428208333333334,5910.110461183333,0.22383333333333336,Medium,-28.8166236,24.991639
South Africa,2015,23.975,8.2,3.35,2051.5,740386842.25,24.674999999999997,7.0,43.625,4.113458333333334,6071.17210645,0.24674999999999997,Medium,-28.8166236,24.991639
South Africa,2016,19.14,7.42,2.38,1611.8,741285708.2,25.04,6.6,47.56,-0.721541666666667,5500.339954844,0.2504,Medium,-28.8166236,24.991639
South Africa,2017,21.6,8.450000000000001,2.7,1931.0,1132794639.5,27.8,4.0,35.5,1.7384583333333339,9572.114703775002,0.278,Medium,-28.8166236,24.991639
South Africa,2018,33.9,6.0,4.5,827.0,83947380.0,17.7,1.0,56.6,14.038458333333331,503.68428,0.177,High,-28.8166236,24.991639
South Africa,2019,26.8,2.8,1.3,1965.0,689862289.0,21.7,8.0,63.7,6.938458333333333,1931.6144091999997,0.217,High,-28.8166236,24.991639
South Africa,2020,18.36,10.540000000000001,3.04,1195.2,542073742.8,24.740000000000002,5.2,45.6,-1.501541666666668,5713.457249112001,0.2474,Medium,-28.8166236,24.991639
South Africa,2021,14.066666666666665,7.133333333333333,3.0666666666666664,2557.3333333333335,754645927.3333334,20.5,8.0,39.9,-5.794875000000003,5383.140948311111,0.205,Medium,-28.8166236,24.991639
South Africa,2022,22.424999999999997,12.6,2.775,1714.25,783238563.75,34.975,10.0,22.65,2.5634583333333296,9868.80590325,0.34975,Low,-28.8166236,24.991639
South Africa,2023,19.6,15.0,2.7,1260.5,947624529.5,38.75,9.0,32.0,-0.2615416666666661,14214.3679425,0.3875,Medium,-28.8166236,24.991639
UK,2000,23.1875,10.9875,3.5625,1259.25,859028389.375,28.125,9.25,51.2875,3.3259583333333325,9438.574428257813,0.28125,High,54.7023545,-3.2765753
UK,2001,16.15,13.25,2.5,1264.75,488699943.0,30.5,7.0,51.425000000000004,-3.711541666666669,6475.27424475,0.305,High,54.7023545,-3.2765753
UK,2002,19.8,15.85,2.6,1510.0,789768220.0,14.45,10.5,55.7,-0.06154166666666683,12517.826287,0.1445,High,54.7023545,-3.2765753
UK,2003,9.0,9.5,3.15,993.0,589028994.0,16.4,10.5,22.9,-10.861541666666668,5595.775443,0.16399999999999998,Low,54.7023545,-3.2765753
UK,2004,15.4,7.966666666666666,2.4,1840.0,643196659.0,31.233333333333334,3.6666666666666665,24.100000000000005,-4.461541666666667,5124.133383366666,0.31233333333333335,Low,54.7023545,-3.2765753
UK,2005,19.366666666666667,10.1,3.4666666666666663,1707.0,501254289.3333333,26.666666666666668,4.666666666666667,18.0,-0.4948750000000004,5062.668322266666,0.26666666666666666,Low,54.7023545,-3.2765753
UK,2006,16.375,11.925,2.875,1867.0,544496605.25,24.375,8.75,42.975,-3.4865416666666675,6493.122017606251,0.24375,Medium,54.7023545,-3.2765753
UK,2007,12.05,9.8,2.6,1375.5,1078034288.0,43.3,5.0,43.0,-7.811541666666667,10564.736022400002,0.433,Medium,54.7023545,-3.2765753
UK,2009,15.35,14.1,2.6500000000000004,1164.5,762789216.5,20.7,6.5,45.75,-4.511541666666668,10755.32795265,0.207,Medium,54.7023545,-3.2765753
UK,2010,19.3,10.5,4.3,891.0,1297221349.0,22.8,7.0,49.8,-0.5615416666666668,13620.8241645,0.228,Medium,54.7023545,-3.2765753
UK,2011,19.45,5.65,3.3,1750.25,454352788.25,29.849999999999998,9.75,47.075,-0.41154166666666825,2567.0932536125,0.2985,Medium,54.7023545,-3.2765753
UK,2012,15.4,6.95,1.95,2506.0,820208263.5,34.0,7.0,64.75,-4.461541666666667,5700.447431325,0.34,High,54.7023545,-3.2765753
UK,2014,16.75,15.725,2.025,1647.0,995875536.5,30.075,5.5,35.650000000000006,-3.1115416666666675,15660.1428114625,0.30075,Medium,54.7023545,-3.2765753
UK,2015,7.3,15.1,2.9,1034.0,628479992.0,40.7,7.0,11.2,-12.561541666666667,9490.0478792,0.40700000000000003,Low,54.7023545,-3.2765753
UK,2016,22.925,14.95,2.725,1471.0,1114005604.25,31.775000000000002,4.75,42.0,3.063458333333333,16654.383783537498,0.31775000000000003,Medium,54.7023545,-3.2765753
UK,2017,6.3,11.0,4.8,886.0,1193832295.0,23.8,13.0,35.0,-13.561541666666667,13132.155245,0.23800000000000002,Medium,54.7023545,-3.2765753
